FECHA,AUTOR,TITULO,EDITORIAL,ISBN,D,PERSONA,ESTADO,USUARIO
2011-12-04," Lamborghini, Osvaldo","Novelas y cuentos II"," Argentina : Ed. Mondadori, 2011 ","ISBN : 978-987-658-077-9",C,"LIB. EL ATENEO",,
2011-12-04," Rivero, Viviana","Y ellos se fueron"," Argentina : Ed. Emecé, 2011 ","ISBN : 978-950-04-3329-7",C,"LIB. EL ATENEO",,
2011-12-04," Allende, Isabel",Paula," Argentina : Ed. Sudamericana, 2011 ","ISBN : 987-1138-85-7",C,"LIB. EL ATENEO",,
2011-05-19," Sehinkman, Diego","Qué tienen los plíticos en la cabeza?"," Argentina : Ed. Javier Vergara, 2011 ","ISBN : 978-950-15-2505-2",C,"LIB. EL ATENEO",,
2011-05-19," Caygill, Howard - Coles, Alex  y  Klimowski, Andrzej","Walter Benjamin Para principiantes"," Argentina : Ed. Era Naciente, 2007 : il. : 178 p. ","ISBN : 978-987-9065-86-0",C,"LIB. EL ATENEO",,
2011-05-19," Leader, Darian - Groves, Judy","Lacan Para principiantes"," Argentina : Ed. Era Naciente, 2010 : il. ","ISBN : 978-987-9065-22-8",C,"LIB. EL ATENEO",,
2011-05-19,"Cherniavsky, Axel - Alcantea, Enrique","Spinoza Para principiantes"," Argentina : Ed. Era Naciente, 2010 ","ISBN : 978-987-555-046-9",,,,
2011-05-19," Sinay, Sergio - Scenna, Miguel Angel","Che Guevara Para principiantes"," Argentina : Ed. Era Naciente, 2005 ","ISBN : 987-9065-27-1",C,"LIB. EL ATENEO",,
2011-05-19," Spencer, Llooyd - Krauze, Andrzej","Hegel Para principiantes"," Argentina : Ed. Era Naciente, 2010 ","ISBN : 978-987-555-002-5",C,"LIB. EL ATENEO",,
2011-05-19," McEvoy, J. P. - Zárate, Oscar","Teoría Cuántica Para principiantes"," Argentina : Ed. Era Naciente, 2007 ","ISBN : 978-987-9065-56-3",C,"LIB. EL ATENEO",,
2011-05-19," Garvie, Alejandro - Sanyé","Economía Desde la antigua Grecia hasta la Crisis de la globalización"," Argentina : Ed. Era Naciente, 2010 ; il. ; 207 p. ; 19 cm.",,,,,
2011-05-19," Ali, Teriq - Evans, Phil","Trotsky Para principiantes"," Argentina : Ed. Era Naciente, 2007 ","ISBN : 978-987-555-030-8",C,"LIB. EL ATENEO",,
2011-05-19," Stengel, Marilen - Rey, Diego","Literatura Universal  Tomo II Movimientos y autores del siglo XX"," Argentina : Ed. Era Naciente, 2010 ; il. ; 364 p. ; 19 cm.","ISBN : 978-987-555-015-5",,,,
2011-05-19," Sautet, Marc - Boussignac, Patrick","Nietzsche Para principiantes"," Argentina : Ed. Era Naciente, 2010 : il. 191 p. 19 cm.","ISBN : 978-987-9065-33-4",C,"LIB. EL ATENEO",,
2011-05-19," Larsson, Stieg","Los hombres que no amaban a las mujeres"," España : Ed. Destino, 2008 ","ISBN : 978-84-233-4321-8",C,"LIB. EL ATENEO",,
2011-05-19," Larsson, Stieg","La chica que soñaba con una cerilla y un bidón de gasolina"," España : Ed. Destino, 2008 ","ISBN : 978-84-233-4324-9",C,"LIB. EL ATENEO",,
2011-05-19," Eco, Humberto","El cementerio de Praga"," Argentina : Ed. Sudamericana, 2010 ","ISBN : 978-84-264-1868-5",C,"LIB. EL ATENEO",,
2011-05-19," Bonelli, Florencia","Indias Blancas La vuelta del ranquel"," Argentina : Ed. Sudamericana, 2011 ","ISBN : 978-987-566-423-4",C,"LIB. EL ATENEO",,
2011-05-19," Bonelli, Florencia","Indias Blancas"," Argentina : Ed. Sudamericana, 2011 ","ISBN : 978-987-566-422-7",C,"LIB. EL ATENEO",,
2011-05-19," Mandela, Nelson","Conversaciones conmigo mismo"," Argentina : Ed. Planeta, 2011 ","ISBN : 978-950-49-2469-2",C,"LIB. EL ATENEO",,
2011-05-19," Randazzo, Florencio","Mejor que decir"," Argentina : Ed. Planeta, 2011 ","ISBN : 978-950-49-2634-4",C,"LIB. EL ATENEO",,
2011-05-19," Bonasso, Miguel","Diario de un clandestino","Argentina : Ed. Planeta, 2011 ","ISBN : 978-950-49-2435-7",C,"LIB. EL ATENEO",,
2011-05-19," Solá, María Delia","Aborígenes Argentinos"," Argentina : Ed. Gradifco, 2009 : il. ","ISBN : 978-987-571-058-0",C,"LIB. EL ATENEO",,
2011-05-19," Marx, Karl","El capital Pensadores universales"," Argentina : Ed. Gradifco, 2008 ","ISBN : 978-987-1093-53-3",C,"LIB. EL ATENEO",,
2011-05-19," Ingenieros, José","El hombre mediocre Pensadore universales"," Argentina : Ed. Gradifco, 2007 ","ISBN : 978-987-1093-19-9",C,"LIB. EL ETENEO",,
2011-05-19," Hosseini, Khaled","Cometas en el cielo","España : Ed. Salamandra, 2003 ","ISBN : 978-84-938-088-0",C,"LIB. EL ATENEO",,
2011-05-19," Smith, Wilbur","Tiempo de morir"," Argentina .: Ed. Booket, 2006 ","ISBN : 987-580-081-3",C,"LIB. EL ATENEO",,
0000-00-00," Segal, Erich","Love Story Historia de amor (Novela)"," Argentina : EMECE Ed. S.A., 1970. ","ISBN :",,,Disponible,
0000-00-00," Segal, Erich","Love Story Historia de amor (Novela)"," Argentina : EMECE Ed. S.A., 1970. ","ISBN :",,,Disponible,
2008-11-26," Segal, Erich","Love Story Historia de amor (Novela)"," Argentina : EMECE Ed. S.A., 1970. ","ISBN :",,"Pucci Nelida",Disponible,
2008-11-26," Segal, Erich","Love Story Historia de amor (Novela)"," Argentina : EMECE Ed. S.A., 1970. ","ISBN :",,"Pucci Nelida",Disponible,
2008-11-26," Allende, Isabel","La casa de los espíritus"," Agentina : Ed. SUDAMERICANA, 1991. ","ISBN : 950-07-0291-6",,"Pucci Nelida",,
2008-11-26," Segal, Erich","Love Story Historia de amor (Novela)"," Argentina : EMECE Ed. S.A., 1970. ","ISBN :",,"Pucci Nelida",Disponible,
